180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181,182,183,180,181
